Year,City,Percent Population 25 years and over - Less than 9th grade,Percent Population 25 years and over - 9th to12th (No Diploma),Percent Population 25 years and over - High School Graduate (and equivalent),"Percent Population 25 years and over - Some college, no degree",Percent Population 25 years and over - Associate's degree,Percent Population 25 years and over - Bachelor's degree,Percent Population 25 years and over - Graduate or Prefessional Degree,Total population,Percent Under 5 years,Percent 5 to 9 years,Percent 10 to 14 years,Percent 15 to 19 years,Percent 20 to 24 years,Percent 25 to 34 years,Percent 35 to 44 years,Percent 45 to 54 years,Percent 55 to 59 years,Percent 60 to 64 years,Percent 65 to 74 years,Percent 75 to 84 years,Percent 85 years and over,Violent Crimes Sum,% All Families,House Price Mean,Crime_Rate_per_100k,Percent Home Occupied,Percent Renter Occupied
2015,Carson,12.4,8.5,22.3,22.0,8.0,20.7,6.1,93296.0,4.4,4.9,5.1,7.2,7.3,14.1,11.4,15.4,7.5,5.6,9.1,5.5,2.5,433.0,6.4,388057.1,464.1142171154176,75.3606347171021,24.639365282897902
2015,Chico,2.5,4.6,16.0,26.1,10.7,27.9,12.1,90336.0,5.4,4.8,5.2,9.0,17.5,14.1,11.8,10.2,4.1,4.6,7.7,3.6,1.9,317.0,14.1,288151.5,350.9121501948282,44.010424124402185,55.98957587559781
2015,Chino,8.4,16.5,24.1,24.6,9.4,11.9,5.2,85599.0,6.2,4.6,5.1,6.0,8.1,17.2,15.4,16.7,7.5,3.9,5.8,2.4,1.2,221.0,10.5,414230.6,258.18058622180166,60.68710959681999,39.31289040318001
2015,Chino Hills,4.8,2.8,14.9,27.1,7.4,28.3,14.7,78313.0,4.1,5.6,6.4,7.1,6.5,12.0,13.4,18.0,8.3,7.7,6.1,3.2,1.5,70.0,2.8,550021.4,89.38490416661345,76.19938423165361,23.80061576834639
2015,Chula Vista,8.5,9.3,18.8,24.8,8.9,21.3,8.5,265754.0,6.4,7.6,7.4,7.3,7.7,14.1,14.9,13.6,5.3,4.3,6.0,3.9,1.5,705.0,9.1,444913.1,265.2829308307683,58.70175306125017,41.29824693874983
2015,Citrus Heights,2.8,6.0,27.7,31.4,13.7,14.4,4.0,87053.0,6.5,6.8,4.9,5.5,7.3,15.7,11.6,13.0,6.2,5.8,9.5,5.4,1.9,385.0,8.4,249217.4,442.25931329190263,53.686795723779255,46.313204276220745
2015,Clovis,3.5,4.4,21.6,28.7,12.0,18.5,11.3,104172.0,5.0,6.7,8.2,6.5,6.2,14.2,12.7,13.0,7.3,5.5,9.2,4.0,1.6,239.0,9.9,280025.9,229.4282532734324,61.55870391536642,38.44129608463358
2015,Compton,25.2,15.9,25.8,18.7,4.9,6.7,2.9,98448.0,8.2,8.9,7.1,7.9,10.2,14.4,11.9,13.1,5.1,4.2,5.3,2.2,1.5,988.0,19.0,269784.4,1003.5754916300991,50.41704896154808,49.58295103845192
2015,Concord,7.2,6.1,19.6,25.6,8.0,24.7,8.9,128668.0,5.6,6.5,5.8,4.9,5.1,15.1,16.0,13.5,8.3,6.2,7.7,3.7,1.7,491.0,7.6,453312.8,381.6022631889825,57.899114855497494,42.100885144502506
2015,Corona,6.0,8.2,25.5,24.2,8.6,19.0,8.6,164242.0,6.4,6.6,6.8,6.7,6.8,14.0,15.6,15.6,6.3,5.0,6.0,2.9,1.2,212.0,8.5,410197.1,129.07782418626175,64.05809747141481,35.94190252858519
2015,Costa Mesa,9.7,6.5,13.5,22.1,7.9,26.5,13.8,113186.0,5.5,5.3,5.1,6.2,7.3,21.1,15.4,11.7,6.4,5.9,6.0,2.8,1.3,386.0,9.6,654092.1,341.031576343364,36.073336287933564,63.926663712066436
2015,Daly City,7.3,6.0,18.4,23.1,9.7,28.8,6.8,106574.0,4.6,4.2,4.1,4.5,8.3,17.2,14.0,15.8,6.2,6.8,7.4,5.2,1.9,234.0,5.9,712662.3,219.56574774335203,56.409940186224325,43.59005981377567
2015,Davis,0.7,0.8,4.9,8.5,5.2,33.4,46.6,67656.0,3.5,5.0,5.5,8.2,25.6,12.6,8.8,9.8,4.2,4.2,7.3,3.4,1.9,95.0,6.7,561851.0,140.4162232470143,46.29083763203144,53.70916236796855
2015,Downey,11.5,12.7,21.5,25.1,9.0,15.1,5.1,114211.0,5.0,4.8,7.4,7.1,8.9,14.2,14.4,13.7,7.5,6.3,6.0,2.9,1.7,335.0,7.8,460652.4,293.31675582912334,52.016275962589575,47.98372403741042
2015,El Cajon,10.9,7.1,28.8,26.4,7.8,12.8,6.4,103688.0,8.3,7.3,6.8,6.1,7.7,16.1,13.2,13.7,5.0,5.5,4.5,3.9,1.7,360.0,19.1,427277.6,347.19543245119974,37.17310087173101,62.826899128268984
2015,Elk Grove,5.6,3.7,18.3,25.4,10.7,27.1,9.2,166890.0,6.7,8.2,7.2,6.8,7.9,11.9,14.3,15.0,7.2,5.0,5.4,3.1,1.4,586.0,6.2,338873.9,351.12948648810595,73.63647333279704,26.363526667202958
2015,El Monte,27.7,15.3,26.6,10.7,6.4,9.7,3.6,116745.0,5.6,6.5,6.0,6.7,8.1,15.2,11.8,13.4,7.7,5.0,8.1,3.8,2.1,400.0,19.3,402090.9,342.62709323739773,37.94878312257737,62.05121687742263
2015,Escondido,14.6,9.1,19.0,25.5,8.7,15.3,7.6,151458.0,8.8,6.0,5.4,6.0,9.1,17.8,11.6,12.7,5.8,4.6,7.1,3.9,1.4,529.0,12.7,437048.3,349.27174530232804,49.48769594535423,50.51230405464576
2015,Fairfield,6.3,7.0,23.6,26.2,10.4,18.4,8.1,112972.0,6.6,8.2,7.1,7.0,6.9,14.7,12.5,14.1,6.3,5.3,6.7,3.4,1.1,486.0,11.3,346999.2,430.19509258931413,55.87138336347197,44.12861663652803
2015,Fontana,16.0,13.2,29.1,22.3,5.4,10.3,3.6,207472.0,8.0,9.1,8.8,8.8,7.9,15.7,14.8,13.5,4.6,3.2,3.4,1.7,0.5,804.0,14.2,318234.0,387.52217166653816,60.96243801569934,39.03756198430066
2015,Fremont,2.7,2.8,20.4,15.1,5.1,28.0,25.9,232191.0,6.0,6.6,5.7,6.2,5.4,14.9,16.9,14.5,7.4,5.2,5.7,4.1,1.5,337.0,3.1,824034.2,145.13913114634073,61.31544024050049,38.6845597594995
2015,Fresno,13.5,10.9,23.7,25.4,7.1,13.3,6.0,520072.0,9.2,8.1,7.5,7.4,8.6,16.5,11.5,11.5,5.5,4.0,5.9,2.6,1.6,2871.0,23.4,187288.5,552.0389484532911,45.67787952750607,54.32212047249393
2015,Fullerton,9.1,7.4,16.3,20.4,6.5,25.4,14.9,140849.0,5.7,6.2,5.7,7.6,9.8,15.7,12.1,13.5,7.0,4.0,6.2,4.0,2.5,389.0,7.0,547462.8,276.1822945139831,50.86758978797058,49.13241021202943
2015,Garden Grove,14.4,13.3,26.6,19.9,6.9,14.6,4.3,175384.0,5.3,5.9,6.4,7.1,7.3,14.2,13.4,14.5,6.8,5.4,8.2,3.9,1.6,504.0,16.2,461000.2,287.36942936641884,50.54346679048564,49.45653320951436
2015,Glendale,9.4,4.5,20.3,18.4,8.1,24.9,14.5,201025.0,4.9,4.7,4.0,4.1,6.1,16.0,13.5,14.0,8.5,7.5,8.4,5.7,2.5,195.0,9.1,597011.6,97.00286034075363,33.040490466886745,66.95950953311325
2015,Hawthorne,12.3,13.5,27.6,25.1,5.0,12.2,4.4,88444.0,7.6,7.8,6.4,5.7,7.5,17.9,14.9,13.2,6.2,3.9,5.2,3.0,0.7,628.0,18.3,456237.4,710.0538193659265,25.987476730411235,74.01252326958875
2015,Hayward,10.6,6.6,30.3,21.5,5.5,19.1,6.4,158300.0,7.3,6.2,6.0,5.1,7.8,18.7,14.1,12.4,6.7,4.5,6.0,3.6,1.6,556.0,7.5,480653.0,351.23183828174353,49.1291649790019,50.87083502099811
2015,Hemet,8.8,12.2,30.5,29.5,9.1,6.8,3.2,83873.0,8.1,6.8,8.6,7.5,6.7,10.2,11.1,10.4,4.5,5.9,9.4,7.4,3.4,605.0,19.8,192955.9,721.3286754974783,54.1623327714214,45.8376672285786
2015,Hesperia,10.0,10.8,37.6,25.0,6.0,6.9,3.7,93286.0,8.6,8.1,9.8,7.5,8.6,14.0,11.0,12.2,5.3,4.8,6.2,3.0,0.7,302.0,21.2,193912.2,323.7356087730206,55.12132436314159,44.87867563685842
2015,Huntington Beach,3.7,4.3,17.3,24.6,8.3,24.9,16.9,201927.0,5.3,5.8,6.1,4.9,4.8,14.1,13.6,15.4,7.3,6.2,10.1,4.7,1.7,420.0,5.7,673390.5,207.99595893565498,56.74978046249235,43.25021953750765
2015,Indio,11.8,11.0,30.5,23.8,5.9,12.2,4.9,87526.0,5.4,7.2,9.3,7.8,6.2,12.9,15.2,11.0,5.2,4.5,9.1,4.7,1.7,585.0,10.6,260877.2,668.3728263601672,61.16456595064796,38.83543404935203
2015,Inglewood,14.4,12.3,20.6,26.3,8.4,13.2,4.7,111656.0,5.9,8.9,5.7,6.8,7.1,15.9,13.8,12.9,5.2,5.7,7.7,3.2,1.3,775.0,19.1,335707.6,694.0961524682955,36.11914893617021,63.880851063829795
2015,Irvine,1.4,1.9,8.3,13.7,5.6,39.5,29.6,256927.0,5.2,6.3,5.1,8.5,9.6,15.9,14.0,15.0,5.6,4.8,5.9,3.0,1.1,144.0,8.5,761797.3,56.04704838339295,46.13975829622968,53.86024170377032
2015,Jurupa Valley,19.6,11.6,28.0,21.6,6.5,9.3,3.4,100314.0,7.1,6.8,6.7,8.0,9.8,13.3,11.3,14.0,6.1,6.0,6.8,2.9,1.3,260.0,13.8,317046.7,259.1861554718185,68.18693912435414,31.813060875645853
2015,Laguna Niguel,1.5,2.2,13.4,20.2,10.7,31.5,20.5,65812.0,5.7,4.9,5.6,5.7,4.8,10.7,10.7,16.7,9.9,8.1,9.8,5.6,1.6,49.0,5.4,687682.0,74.4545067768796,71.99605522682447,28.003944773175544
2015,Lake Forest,4.5,3.3,15.1,21.0,9.8,28.5,17.8,82497.0,6.4,6.3,5.6,5.5,5.4,14.5,13.5,16.9,7.2,5.5,8.1,3.9,1.2,109.0,6.7,581757.9,132.1260167036377,66.50407051066406,33.495929489335936
2015,Lakewood,5.1,5.1,24.1,24.1,11.0,21.2,9.5,81592.0,6.2,5.4,6.2,6.9,5.8,11.6,16.2,16.7,6.9,5.0,8.0,3.8,1.4,222.0,4.5,456703.4,272.08549857829195,69.8165455174801,30.183454482519906
2015,Lancaster,6.5,8.5,29.6,31.1,9.1,9.9,5.3,161113.0,7.4,7.6,8.5,7.9,7.1,16.9,12.5,12.5,6.0,4.6,6.2,2.1,0.7,1005.0,20.2,199222.6,623.7857900976334,52.31993582707084,47.68006417292916
2015,Livermore,2.8,4.0,16.2,23.3,11.3,27.2,15.1,88117.0,7.1,6.7,8.2,4.6,5.6,14.8,13.1,14.4,8.0,6.3,6.8,3.1,1.2,233.0,3.3,676348.5,264.4211673116425,71.39587341604194,28.604126583958074
2015,Long Beach,12.5,8.6,19.2,22.4,7.8,18.8,10.7,474172.0,7.0,6.3,5.9,6.7,7.4,17.3,13.3,13.9,6.1,4.9,6.9,2.9,1.4,2766.0,13.5,438942.0,583.3326303535425,38.99558630561851,61.00441369438149
2015,Los Angeles,13.8,9.8,20.2,17.8,5.8,21.6,11.1,3971896.0,6.4,5.7,5.8,6.4,8.1,17.7,14.3,13.3,5.7,5.0,6.4,3.5,1.6,25156.0,15.8,516751.5,633.3499165134233,35.97852905973104,64.02147094026897
2015,Lynwood,23.3,18.6,27.9,16.8,6.0,5.6,1.8,72005.0,8.2,7.5,8.4,7.4,9.5,18.3,12.9,12.1,4.8,3.1,5.1,2.5,0.2,414.0,19.5,315371.7,574.9600722172071,41.8609118852459,58.1390881147541
2015,Manteca,6.7,10.3,33.8,23.1,12.1,10.4,3.6,75450.0,7.3,7.4,8.0,7.2,6.7,13.1,13.7,15.1,6.5,4.0,5.0,4.0,1.9,213.0,12.0,314373.1,282.30616302186877,53.19278417735275,46.80721582264725
2015,Menifee,6.1,8.5,28.6,30.7,8.5,9.6,7.9,87163.0,7.6,8.1,7.0,7.2,5.2,12.1,11.9,11.8,7.0,5.6,8.7,6.4,1.6,125.0,11.1,286774.3,143.40947420350378,74.39402480270574,25.60597519729425
2015,Merced,13.0,12.4,24.6,21.8,8.6,11.3,8.3,82440.0,9.2,10.4,7.4,6.6,10.0,14.9,11.2,11.3,4.0,4.1,7.0,2.7,1.1,763.0,29.9,185058.4,925.5215914604561,40.33967811822965,59.66032188177035
2015,Milpitas,6.1,5.0,16.2,17.5,8.1,30.3,16.9,77617.0,7.4,6.2,5.7,5.0,6.6,15.1,16.5,15.2,6.0,3.6,6.8,3.9,2.0,77.0,4.5,765310.2,99.20507105402167,62.976797328177184,37.023202671822816
2015,Modesto,10.6,9.1,26.2,28.2,7.7,12.2,6.1,211257.0,7.0,7.2,7.1,7.1,8.0,13.3,12.2,12.4,6.6,5.7,7.8,3.6,2.0,2025.0,16.5,214108.6,958.5481191155795,54.1275636820036,45.87243631799641
2015,Moreno Valley,13.8,12.2,28.9,21.9,8.3,10.2,4.7,204181.0,7.3,7.4,7.6,9.2,9.2,15.2,13.7,12.4,5.7,3.9,5.4,2.4,0.6,643.0,13.4,255452.3,314.9166670748013,63.51769019600315,36.482309803996856
2015,Mountain View,3.1,2.8,12.7,9.6,5.9,28.1,37.8,80438.0,7.6,6.3,5.4,4.3,6.8,22.9,15.5,12.9,5.8,4.1,5.2,2.2,0.9,164.0,1.7,1252361.9,203.8837365424302,40.63172787107092,59.36827212892908
2015,Murrieta,3.6,4.3,24.7,30.7,7.9,19.5,9.3,109816.0,6.1,5.8,9.0,9.2,8.0,11.5,12.4,16.0,5.9,4.4,6.3,4.1,1.3,69.0,9.1,355590.6,62.83237415312887,61.99044393371235,38.00955606628765
2015,Napa,14.0,3.9,18.1,25.1,8.8,21.0,9.1,80429.0,6.5,6.5,7.2,5.7,6.6,13.0,14.5,12.9,7.2,5.5,7.7,4.1,2.6,298.0,7.4,550673.3,370.5131233758967,54.187421609030636,45.812578390969364
2015,Newport Beach,0.7,1.4,8.2,20.8,4.7,38.2,26.0,87131.0,3.1,4.5,6.0,6.0,5.1,11.5,10.3,16.9,7.6,6.1,12.9,6.7,3.3,112.0,5.1,1664954.9,128.54208031584625,57.07962153488629,42.92037846511371
2015,Norwalk,13.8,10.8,27.3,22.2,8.8,13.2,3.9,107145.0,7.1,6.5,6.6,6.0,9.4,14.3,13.6,13.3,7.5,5.7,5.8,2.8,1.3,400.0,9.2,367547.6,373.325866815997,56.67858064040679,43.32141935959321
2015,Oakland,11.6,8.9,15.6,18.6,5.3,22.4,17.6,419278.0,6.1,5.7,5.4,5.3,6.3,19.6,15.7,13.1,5.9,5.2,7.2,2.8,1.6,6051.0,15.6,519819.8,1443.1952069986978,38.9406842784785,61.0593157215215
2015,Oceanside,7.3,5.8,21.5,27.7,9.3,19.0,9.4,175714.0,5.5,5.6,5.5,7.4,6.3,14.1,13.2,12.6,6.7,7.6,8.3,4.8,2.4,702.0,10.3,424683.5,399.5128447363329,57.202492211838006,42.797507788161994
2015,Ontario,15.4,12.5,27.6,22.5,6.4,11.5,4.1,171200.0,7.3,8.7,8.1,7.8,8.1,15.3,15.8,12.3,4.7,4.4,4.8,1.7,1.0,547.0,14.9,322692.5,319.5093457943925,49.35105131749995,50.64894868250005
2015,Orange,8.7,5.7,18.0,24.1,7.5,24.8,11.2,140995.0,6.8,5.1,5.4,7.0,9.2,16.5,12.1,13.9,6.6,5.4,6.9,3.2,1.9,172.0,7.7,570851.5,121.99014149437922,56.69306095675397,43.30693904324603
2015,Oxnard,24.1,10.2,21.3,20.8,6.9,11.6,5.1,207252.0,7.8,8.6,7.7,7.6,8.2,16.1,13.1,12.8,5.3,3.5,5.6,2.9,1.0,920.0,14.7,420008.1,443.90403952675973,50.52186681482658,49.47813318517343
2015,Palmdale,13.3,10.2,27.7,26.6,8.8,9.6,3.7,158350.0,8.7,8.3,7.6,8.0,7.0,12.9,11.9,13.6,7.1,5.4,5.4,3.2,1.0,830.0,15.2,225570.9,524.1553520682033,65.57171345985793,34.42828654014206
2015,Palo Alto,1.4,2.1,3.2,9.0,4.4,28.1,51.8,66848.0,5.6,5.6,7.7,7.0,4.1,10.8,16.7,14.7,5.1,5.2,9.8,4.1,3.7,68.0,5.2,2565781.2,101.72331258975586,53.999231655781784,46.000768344218216
2015,Pasadena,8.6,4.6,13.5,16.4,7.3,26.3,23.2,142246.0,6.9,5.2,5.3,4.6,5.9,17.0,15.4,13.0,5.2,6.1,8.3,4.6,2.5,428.0,10.9,652078.6,300.88719542201534,43.43605137168478,56.56394862831522
2015,Perris,17.8,19.5,27.9,21.6,6.4,5.6,1.3,74959.0,8.7,8.8,11.2,8.4,10.2,14.0,14.1,13.0,3.8,2.2,3.3,1.5,0.6,178.0,20.5,244848.7,237.46314652009767,59.613167670039715,40.38683232996029
2015,Pittsburg,11.6,9.2,23.8,27.3,8.1,13.9,6.1,69427.0,7.9,7.2,5.7,6.2,8.6,15.5,13.4,15.1,7.0,4.4,5.5,2.6,0.9,225.0,15.9,308583.0,324.0814092500036,53.53332725449075,46.46667274550926
2015,Pomona,19.4,12.0,22.8,19.1,7.0,13.9,5.8,153252.0,8.0,6.2,6.9,8.2,9.3,15.1,14.0,12.4,5.0,4.6,6.0,2.8,1.7,792.0,14.7,323669.3,516.795865633075,51.81548857821414,48.184511421785864
2015,Rancho Cordova,5.3,4.6,23.8,30.1,9.2,20.6,6.4,71026.0,6.3,8.0,7.0,5.5,5.6,19.6,13.0,13.7,5.4,4.4,6.1,4.1,1.4,344.0,12.0,286228.4,484.32968208824934,52.61194029850746,47.38805970149254
2015,Rancho Cucamonga,2.8,4.5,21.6,30.6,9.0,19.5,11.9,175232.0,6.0,7.1,7.7,7.6,8.6,13.7,12.9,14.4,7.1,5.5,6.4,2.3,0.8,264.0,7.3,431003.1,150.65741417092767,57.27830554836801,42.72169445163198
2015,Redding,2.1,5.3,21.3,29.8,13.4,18.6,9.5,91579.0,5.6,6.7,5.2,6.4,7.4,14.2,9.6,12.8,6.3,5.9,11.0,5.7,3.0,614.0,12.6,227693.5,670.4593847934569,52.17803286677315,47.82196713322684
2015,Redlands,2.8,7.6,19.4,22.9,10.0,20.4,16.9,71028.0,7.4,4.7,7.2,7.0,8.0,14.2,11.5,11.6,5.7,7.8,8.9,4.3,1.7,212.0,11.3,330610.0,298.4738413020217,57.22017931661364,42.779820683386355
2015,Redwood City,10.5,5.4,16.2,15.0,6.5,24.5,21.9,85300.0,6.7,5.8,5.9,5.4,5.7,16.4,14.6,14.6,7.1,4.8,7.8,3.0,2.0,190.0,6.0,1121640.4,222.74325908558032,53.644848026232815,46.355151973767185
2015,Rialto,19.1,14.9,31.0,18.7,7.0,7.2,2.2,103137.0,7.0,6.7,7.5,8.6,8.4,17.1,13.8,12.7,5.0,4.6,5.5,2.5,0.5,423.0,14.7,259029.7,410.13409348730335,61.31214953271028,38.68785046728972
2015,Richmond,10.3,9.3,23.3,21.5,9.6,16.7,9.3,109715.0,6.8,6.6,5.1,5.7,6.8,18.4,13.7,12.9,6.3,5.0,7.6,3.7,1.4,906.0,15.0,353344.4,825.7758738549879,45.84149505002912,54.15850494997089
2015,Riverside,9.4,11.2,25.3,24.1,7.7,13.5,8.7,322423.0,6.2,7.6,6.2,8.1,10.4,17.1,12.5,12.0,5.3,4.4,6.2,3.0,1.0,1441.0,10.5,324565.1,446.92841391588075,54.21716734481863,45.78283265518137
2015,Roseville,2.8,4.7,17.6,25.0,12.7,26.1,11.1,130282.0,6.4,6.6,5.9,7.2,6.3,12.4,14.4,13.8,5.5,5.8,8.2,4.7,2.7,239.0,6.9,379559.6,183.44821233938686,64.3097643097643,35.69023569023569
2015,Sacramento,8.6,8.0,21.9,22.2,9.0,19.8,10.4,490715.0,7.0,7.4,6.4,5.9,7.4,18.1,13.2,11.4,5.6,5.0,7.5,3.5,1.7,3611.0,16.4,243365.5,735.8650132969238,45.742981183417925,54.25701881658208
2015,Salinas,31.1,12.5,19.3,16.7,7.3,9.7,3.5,157386.0,9.7,9.2,7.9,7.1,7.6,16.3,12.0,10.9,5.3,5.1,5.3,2.0,1.5,1098.0,18.6,370551.0,697.6478212801647,41.82230172927847,58.17769827072152
2015,San Bernardino,14.1,17.2,28.3,22.8,5.2,8.1,4.2,216137.0,9.4,9.0,7.7,7.7,10.1,14.8,12.0,11.6,5.1,4.3,4.8,2.6,1.0,2697.0,29.6,194960.7,1247.819669931571,45.077711209516366,54.922288790483634
2015,San Diego,6.6,6.2,15.8,20.2,6.8,25.8,18.5,1394907.0,6.5,5.6,5.1,6.0,9.0,18.8,13.6,12.5,5.9,5.2,6.8,3.4,1.6,5582.0,10.5,513680.1,400.17004717877245,45.33670375334313,54.66329624665688
2015,San Francisco,8.2,4.1,12.8,14.1,5.6,33.2,22.0,864816.0,4.6,3.7,3.2,3.5,5.9,23.1,15.8,13.6,5.9,6.0,7.9,4.4,2.3,6710.0,7.2,1075753.3,775.8875876487022,35.807865155947056,64.19213484405294
2015,San Jose,10.1,6.5,17.5,17.6,7.6,24.0,16.8,1026919.0,6.7,6.4,6.4,5.7,6.9,15.5,14.5,14.4,6.3,5.4,6.8,3.4,1.6,3400.0,6.4,730391.2,331.087456751701,56.638907199202805,43.361092800797195
2015,San Leandro,9.3,9.1,23.0,21.4,7.6,21.5,8.1,90711.0,5.7,5.0,5.1,5.5,6.4,14.2,12.8,14.8,7.5,6.5,9.7,4.1,2.9,412.0,7.3,492812.5,454.18967931121915,53.098221191028614,46.901778808971386
2015,San Marcos,9.4,5.3,20.2,24.1,7.8,21.2,12.1,92934.0,7.5,8.9,5.9,6.9,8.3,11.8,16.7,13.1,4.5,5.4,6.7,3.5,0.8,171.0,9.3,507907.8,184.00154948673253,60.11493862005645,39.88506137994355
2015,San Mateo,7.4,4.6,12.9,16.5,7.1,30.6,20.9,103524.0,6.6,6.0,5.6,5.1,5.0,15.4,15.7,13.8,5.9,6.7,7.1,4.6,2.6,266.0,2.9,1052284.3,256.94524941076463,56.90930725852347,43.09069274147654
2015,San Ramon,2.7,1.2,10.1,13.5,5.9,40.9,25.8,76132.0,5.7,10.2,9.6,6.9,2.8,7.9,19.8,17.1,5.5,4.4,6.0,3.5,0.7,27.0,3.7,882701.4,35.46471917196448,70.78839187594123,29.211608124058774
2015,Santa Ana,29.4,16.4,23.6,14.8,4.4,8.0,3.5,335423.0,7.6,8.6,8.1,7.1,8.1,16.9,14.4,12.0,4.9,3.9,4.7,2.6,1.1,1626.0,18.3,399638.8,484.76103308359893,45.121021932194466,54.87897806780553
2015,Santa Barbara,8.0,7.3,13.0,17.9,5.5,29.1,19.3,91852.0,4.9,4.9,4.2,5.0,11.5,16.4,12.3,10.5,6.0,5.8,8.8,5.8,4.1,363.0,7.1,989708.7,395.2009754822976,39.726788094180364,60.273211905819636
2015,Santa Clara,4.6,4.0,14.3,15.3,6.6,30.0,25.3,126216.0,5.7,6.0,5.1,5.6,7.3,19.9,16.9,11.5,5.9,5.1,6.1,2.7,2.3,156.0,3.2,873738.8,123.59764213728847,43.319460553546655,56.68053944645335
2015,Santa Clarita,5.5,5.0,21.5,24.4,9.9,23.6,10.1,182367.0,5.9,6.2,6.8,6.6,7.7,12.8,13.2,15.3,7.0,5.3,6.8,4.3,2.2,351.0,3.6,453741.4,192.46903222622512,68.00527871974342,31.994721280256588
2015,Santa Maria,31.1,11.9,18.7,19.9,6.1,8.8,3.5,105082.0,11.2,8.6,7.7,8.1,8.4,14.8,14.0,9.4,4.7,3.6,5.5,2.8,1.1,463.0,19.0,319382.3,440.60828686168895,46.363837312113176,53.636162687886824
2015,Santa Monica,2.0,1.7,10.7,15.8,4.4,38.2,27.1,93219.0,4.5,4.2,3.5,3.6,5.9,18.4,18.7,13.3,6.6,5.0,10.1,3.8,2.3,445.0,3.0,1133089.4,477.37049313981055,28.396602303078065,71.60339769692193
2015,Santa Rosa,7.4,7.1,20.2,26.6,8.3,19.5,10.9,174989.0,6.8,6.4,5.9,5.1,6.2,15.8,12.7,12.8,6.2,6.3,9.3,4.4,2.2,606.0,9.1,464441.6,346.30748218459445,49.72505027652087,50.27494972347913
2015,Simi Valley,5.5,4.6,21.7,22.4,10.2,24.5,11.2,126766.0,5.9,4.4,8.0,7.2,7.5,12.6,12.9,16.9,6.9,5.9,7.6,2.6,1.6,174.0,3.2,498908.9,137.26077970433712,73.88065261118975,26.119347388810247
